objectid,weatherstationcode,weatherstationname,scadartuid,structureid,nwszone,district,thomasbrospagegrid,constructionstatus,creationuser,datecreated,datemodified,lastuser,structureguid,symbolrotation,latitude,longitude,elevation,twinguid,hftd,zone1idc,hftdidc,gdb_geomattr_data,globalid,shape,shape_srid,snapshot_date,wind_speed_count,above_threshold_count,PSPS_probability
13,SIL,Sill Hill,5164.0,P258571,Mountain-258,4.0,1195-G3,A,seu_gis_elec,00:00.0,00:00.0,bsingh,{4504F5FC-FD20-4D65-ABAB-C7AD4CF86B58},0,32.954055,-116.642846,3556,,3,N,Y,,{613E692C-CF98-43EF-BB63-5F83E9E77004},POINT (1749936.5284 11962741.62946),4431,10/4/2024,177.0,151.0,0.8531073446327684
